Changed?,Name,Description,Name_uk,Description_uk,
,Missing Score_downgraded,Do [sword]<d6> damage,Missing Score_downgraded,Do [sword]<d6> damage,
,Four Leaf Clover,Double the success odds|of chance based items,Four Leaf Clover,Double the success odds|of chance based items,
,Four Leaf Clover_upgraded,Chance based items|work 100% of the time,Four Leaf Clover_upgraded,Chance based items|work 100% of the time,
,Four Leaf Clover_downgraded,50% chance of either|curse or good luck,Four Leaf Clover_downgraded,50% chance of either|curse or good luck,
,Safe Bet,The next roll won't|exceed the CPU target,Safe Bet,The next roll won't|exceed the CPU target,
,Hijinx,Reduce all Jinx|countdowns by [jinx]1,Hijinx,Reduce all Jinx|countdowns by [jinx]1,
,Hijinx_upgraded,Reduce all Jinx|countdowns by [jinx]2,Hijinx_upgraded,Reduce all Jinx|countdowns by [jinx]2,
,Slapsies,In [jinx]<d6> turns[;]|do [sword]<triple> damage,Slapsies,In [jinx]<d6> turns[;]|do [sword]<triple> damage,
,Slapsies_upgraded,In [jinx]<d6> turns[;]|do [sword]<quadruple> damage,Slapsies_upgraded,In [jinx]<d6> turns[;]|do [sword]<quadruple> damage,
,Slapsies_downgraded,In [jinx]<d6> turns[;]|do [sword]<d6> damage,Slapsies_downgraded,In [jinx]<d6> turns[;]|do [sword]<d6> damage,
,Mercy,In [jinx]6 turns[;]|do [fire]20 damage,Mercy,In [jinx]6 turns[;]|do [fire]20 damage,
,Mercy_upgraded,In [jinx]5 turns[;]|do [fire]20 damage,Mercy_upgraded,In [jinx]5 turns[;]|do [fire]20 damage,
,Mercy_downgraded,In [jinx]7 turns[;]|do [fire]20 damage,Mercy_downgraded,In [jinx]7 turns[;]|do [fire]20 damage,
,Concentration,In [jinx]<d6> turns[;]|recover <double> health,Concentration,In [jinx]<d6> turns[;]|recover <double> health,
,Concentration_upgraded,In [jinx]<d6> turns[;]|recover <triple> health,Concentration_upgraded,In [jinx]<d6> turns[;]|recover <triple> health,
,Concentration_downgraded,In [jinx]<d6> turns[;]|recover <double> health,Concentration_downgraded,In [jinx]<d6> turns[;]|recover <double> health,
,Lojinx,Do [sword]2 for each [jinx]jinx[;]|then return the dice,Lojinx,Do [sword]2 for each [jinx]jinx[;]|then return the dice,
,Lojinx_upgraded,Do [sword]3 for each [jinx]jinx[;]|then return the dice,Lojinx_upgraded,Do [sword]3 for each [jinx]jinx[;]|then return the dice,
,Lojinx_downgraded,Do [sword]1 for each [jinx]jinx[;]|then return the dice,Lojinx_downgraded,Do [sword]1 for each [jinx]jinx[;]|then return the dice,
,Sour Candy,Heal [heal]2. If above max hp[;]|deal excess as damage,Sour Candy,Heal [heal]2. If above max hp[;]|deal excess as damage,
,Sour Candy_upgraded,Heal [heal]3. If above max hp[;]|deal excess as damage,Sour Candy_upgraded,Heal [heal]3. If above max hp[;]|deal excess as damage,
,Sour Candy_downgraded,Heal [heal]1 health,Sour Candy_downgraded,Heal [heal]1 health,
,Subdivide,Split a dice evenly,Subdivide,Split a dice evenly,
,Subdivide_upgraded,Split a dice as|evenly as possible,Subdivide_upgraded,Split a dice as|evenly as possible,
,Subdivide_downgraded,Split a six evenly,Subdivide_downgraded,Split a six evenly,
,Lollipop,Dice value -1. On 1[;]|instead return two 1s,Lollipop,Dice value -1. On 1[;]|instead return two 1s,
,Lollipop_upgraded,Dice value -1. On 1[;]|instead return two dice,Lollipop_upgraded,Dice value -1. On 1[;]|instead return two dice,
,Forge,Permanently upgrade the|first card in your hand|[gray](once per battle),Forge,Permanently upgrade the|first card in your hand|[gray](once per battle),
,Shadow Dice,Duplicate a dice|Lose [heart]<d6> health,Shadow Dice,Duplicate a dice|Lose [heart]<d6> health,
,Shadow Dice_upgraded,Duplicate a dice|Lose [heart]<d6> health|[gray](Reuseable),Shadow Dice_upgraded,Duplicate a dice|Lose [heart]<d6> health|[gray](Reuseable),
,Blood Let,Lose [heart]2 hp[;] then heal [heart]1,Blood Let,Lose [heart]2 hp[;] then heal [heart]1,
,Blood Let_upgraded,Lose [heart]4 hp[;] then heal [heart]2,Blood Let_upgraded,Lose [heart]4 hp[;] then heal [heart]2,
,Blood Let_downgraded,Lose [heart]2 hp|[gray](Reuseable),Blood Let_downgraded,Lose [heart]2 hp|[gray](Reuseable),
,Mirror Shard,Do [sword]9 damage[;]|+1 dice this fight,Mirror Shard,Do [sword]9 damage[;]|+1 dice this fight,
,Mirror Shard_upgraded,Do [sword]12 damage[;]|+1 dice this fight,Mirror Shard_upgraded,Do [sword]12 damage[;]|+1 dice this fight,
,Mirror Shard_downgraded,Do [sword]9 damage,Mirror Shard_downgraded,Do [sword]9 damage,
,Kapow,Do [sword]<var_tempkapowkludge:kapowcount> damage[;] +1 for|each kapow used this turn,Kapow,Do [sword]<var_tempkapowkludge:kapowcount> damage[;] +1 for|each kapow used this turn,
,Kapow_upgraded,Do [sword]<var_tempkapowkludge:kapowcount> damage[;] +2 for|each kapow used this turn,Kapow_upgraded,Do [sword]<var_tempkapowkludge:kapowcount> damage[;] +2 for|each kapow used this turn,
,Kapow_downgraded,Increase Kapow counter,Kapow_downgraded,Increase Kapow counter,
,Call for Backup Warrior?,Warrior Charge|Add 3 to Kapow damage,Call for Backup Warrior?,Warrior Charge|Add 3 to Kapow damage,
,Call for Backup Thief?,Black Market|Rent a powerful item|Costs [gold]1[;] you have [gold]<gold>,Call for Backup Thief?,Black Market|Rent a powerful item|Costs [gold]1[;] you have [gold]<gold>,
,Call for Backup Robot?,Power Surge|Add +1 to all dice|less than six,Call for Backup Robot?,Power Surge|Add +1 to all dice|less than six,
,Call for Backup Witch?,Multicard!|Add an extra card to|your hand (this turn),Call for Backup Witch?,Multicard!|Add an extra card to|your hand (this turn),
,Call for Backup Inventor?,Random Access|Copy a random item|from your deck,Call for Backup Inventor?,Random Access|Copy a random item|from your deck,
,Evil Laugh,Do [sword]<d6> damage[;]|double if enemy is cursed,Evil Laugh,Do [sword]<d6> damage[;]|double if enemy is cursed,
,Evil Laugh_upgraded,Do [sword]<d6> damage[;]|double if enemy is cursed,Evil Laugh_upgraded,Do [sword]<d6> damage[;]|double if enemy is cursed,
,Evil Laugh_downgraded,Do [sword]<d6> damage[;]|double if enemy is cursed,Evil Laugh_downgraded,Do [sword]<d6> damage[;]|double if enemy is cursed,
,Manic Laugh,Do [sword]<d6> damage[;]|quadruple if you are cursed,Manic Laugh,Do [sword]<d6> damage[;]|quadruple if you are cursed,
,Manic Laugh_upgraded,Do [sword]<d6> damage[;]|quadruple if you are cursed,Manic Laugh_upgraded,Do [sword]<d6> damage[;]|quadruple if you are cursed,
,Manic Laugh_downgraded,Do [sword]<d6> damage[;]|quadruple if you are cursed,Manic Laugh_downgraded,Do [sword]<d6> damage[;]|quadruple if you are cursed,
,Blammo,Do [sword]3 damage[;] snap 3|at once to gain [fury]Fury,Blammo,Do [sword]3 damage[;] snap 3|at once to gain [fury]Fury,
,Blammo_upgraded,Do [sword]3 damage[;] snap 3|at once to gain [fury]Fury,Blammo_upgraded,Do [sword]3 damage[;] snap 3|at once to gain [fury]Fury,
,Blammo_downgraded,Do [sword]3 damage,Blammo_downgraded,Do [sword]3 damage,
,Gumball Machine,Recover [heal]1 health[;]|get a new dice,Gumball Machine,Recover [heal]1 health[;]|get a new dice,
,Gumball Machine_upgraded,Recover [heal]<d6> health[;]|get a new dice,Gumball Machine_upgraded,Recover [heal]<d6> health[;]|get a new dice,
,Gumball Machine_downgraded,Recover [heal]1 health,Gumball Machine_downgraded,Recover [heal]1 health,
,Laugh Track,Curse Enemy|[gray](items might fail),Laugh Track,Curse Enemy|[gray](items might fail),
,Big Moment,Do [sword]7 damage|[gray](Reuseable),Big Moment,Do [sword]7 damage|[gray](Reuseable),
,Big Moment_upgraded,Do [sword]7 damage|[gray](Reuseable),Big Moment_upgraded,Do [sword]7 damage|[gray](Reuseable),
,Big Moment_downgraded,Do [sword]7 damage,Big Moment_downgraded,Do [sword]7 damage,
,Action!,Keep a <d6> for next turn,Action!,Keep a <d6> for next turn,
,Action!_upgraded,Keep two <d6>s for next turn,Action!_upgraded,Keep two <d6>s for next turn,
,Ruff Ruff Ruff,Do [sword]5 damage|(maintains [fury]Fury[]),Ruff Ruff Ruff,Do [sword]5 damage|(maintains [fury]Fury[]),
,Ruff Ruff Ruff_upgraded,Do [sword]7 damage|(maintains [fury]Fury[]),Ruff Ruff Ruff_upgraded,Do [sword]7 damage|(maintains [fury]Fury[]),
,Ruff Ruff Ruff_downgraded,Do [sword]3 damage|(maintains [fury]Fury[]),Ruff Ruff Ruff_downgraded,Do [sword]3 damage|(maintains [fury]Fury[]),
,Bow Wow Wow,Make unavailable cards|available[;] return dice,Bow Wow Wow,Make unavailable cards|available[;] return dice,
,Arf Arf Arf,Gain [fury]Fury at the start|of your next turn,Arf Arf Arf,Gain [fury]Fury at the start|of your next turn,
,Yip Yip Yip,Reroll a dice|(maintains [fury]Fury[]),Yip Yip Yip,Reroll a dice|(maintains [fury]Fury[]),
,Yip Yip Yip_upgraded,Reroll a dice|(maintains [fury]Fury[]),Yip Yip Yip_upgraded,Reroll a dice|(maintains [fury]Fury[]),
,Yip Yip Yip_downgraded,Reroll a dice,Yip Yip Yip_downgraded,Reroll a dice,
,Table Slam,Reroll all unused dice[;]|and return this dice,Table Slam,Reroll all unused dice[;]|and return this dice,
,Melody,Inflict [weaken]1 weaken,Melody,Inflict [weaken]1 weaken,
,Melody_upgraded,Inflict [weaken]2 weaken,Melody_upgraded,Inflict [weaken]2 weaken,
,Chorus,Roll a dice for every|[weaken]1 weaken on enemy,Chorus,Roll a dice for every|[weaken]1 weaken on enemy,
,Fortify,Increase [shield] shield|by 50 percent,Fortify,Increase [shield] shield|by 50 percent,
,Fortify_upgraded,Double [shield] shield,Fortify_upgraded,Double [shield] shield,
,Fortify_downgraded,Increase [shield] shield|by 25 percent,Fortify_downgraded,Increase [shield] shield|by 25 percent,
,Upkeep,Gain [shield]<myshield> at the start|of your next turn,Upkeep,Gain [shield]<myshield> at the start|of your next turn,
,Front Line,Lose [heart]3 health[;] gain|[shield]3 shield[;] return the dice,Front Line,Lose [heart]3 health[;] gain|[shield]3 shield[;] return the dice,
,Front Line_upgraded,Lose [heart]6 health[;] gain|[shield]6 shield[;] return the dice,Front Line_upgraded,Lose [heart]6 health[;] gain|[shield]6 shield[;] return the dice,
,Telephone,Do [sword]<d6> damage|In two turns[;] do [sword]<d6>,Telephone,Do [sword]<d6> damage|In two turns[;] do [sword]<d6>,
,Bee Sting,Do [shock]4 damage[;]|Inflict [shock]1 shock,Bee Sting,Do [shock]4 damage[;]|Inflict [shock]1 shock,
,Bee Sting_upgraded,Do [shock]6 damage[;]|Inflict [shock]1 shock,Bee Sting_upgraded,Do [shock]6 damage[;]|Inflict [shock]1 shock,
,Princess Guard,Do [sword]<d6> damage|25% chance to add [shield]<d6>,Princess Guard,Do [sword]<d6> damage|25% chance to add [shield]<d6>,
,Princess Guard_upgraded,Do [sword]<d6> damage|75% chance to add [shield]<d6>,Princess Guard_upgraded,Do [sword]<d6> damage|75% chance to add [shield]<d6>,
,Princess Guard_downgraded,Do [sword]<d6> damage,Princess Guard_downgraded,Do [sword]<d6> damage,
,Venus Gospel,Do [weaken]<d6> damage|25% chance +[weaken]2 weaken,Venus Gospel,Do [weaken]<d6> damage|25% chance +[weaken]2 weaken,
,Venus Gospel_upgraded,Do [weaken]<d6> damage|25% chance +[weaken]3 weaken,Venus Gospel_upgraded,Do [weaken]<d6> damage|25% chance +[weaken]3 weaken,
,Venus Gospel_downgraded,Do [weaken]<d6> damage,Venus Gospel_downgraded,Do [weaken]<d6> damage,
,Snapdragon,Do [sword]3 damage[;]|on 6[;] gain [mana]2 mana,Snapdragon,Do [sword]3 damage[;]|on 6[;] gain [mana]2 mana,
,Snapdragon_upgraded,Do [sword]3 damage[;]|on even[;] gain [mana]2 mana,Snapdragon_upgraded,Do [sword]3 damage[;]|on even[;] gain [mana]2 mana,
,Fruit Bowl,Do [sword]1 damage[;] reroll dice|(Cost [mana]1[]: return two dice),Fruit Bowl,Do [sword]1 damage[;] reroll dice|(Cost [mana]1[]: return two dice),
,Fruit Bowl_upgraded,Do [sword]1 damage[;] reroll dice|(Cost [mana]1[]: return two dice)|[gray](Reuseable),Fruit Bowl_upgraded,Do [sword]1 damage[;] reroll dice|(Cost [mana]1[]: return two dice)|[gray](Reuseable),
,Fruit Bowl_downgraded,Do [sword]1 damage,Fruit Bowl_downgraded,Do [sword]1 damage,
,Enchanted Shield,Add [shield]<d6> shield|(Cost [mana]2[]: +[shield]<d6> shield),Enchanted Shield,Add [shield]<d6> shield|(Cost [mana]2[]: +[shield]<d6> shield),
,Dice Detonator,Do [sword]<var_tempdicedetonator:throwndicecount> damage|([sword]2 per dice thrown),Dice Detonator,Do [sword]<var_tempdicedetonator:throwndicecount> damage|([sword]2 per dice thrown),
,Mirror Cauldron,Get a new dice[;] on 6|get +1 dice this fight,Mirror Cauldron,Get a new dice[;] on 6|get +1 dice this fight,
,Mirror Cauldron_upgraded,Get a new dice[;] on even|get +1 dice this fight,Mirror Cauldron_upgraded,Get a new dice[;] on even|get +1 dice this fight,
,Mirror Cauldron_downgraded,Get a new dice,Mirror Cauldron_downgraded,Get a new dice,
,Sun Beam,Do [sword]5 damage|(Cost [mana]2[]: double damage),Sun Beam,Do [sword]5 damage|(Cost [mana]2[]: double damage),
,Winds of Winter,Do [sword]1 damage for each|[mana]1 mana you have,Winds of Winter,Do [sword]1 damage for each|[mana]1 mana you have,
,Spring Equinox,Place two copies of the|next spell you cast,Spring Equinox,Place two copies of the|next spell you cast,
,Harvest Scythe,Consume spell in slot <d6>|to do [sword]<quadruple> damage,Harvest Scythe,Consume spell in slot <d6>|to do [sword]<quadruple> damage,
,Harvest Scythe_upgraded,Consume spell in slot <d6>|to do [sword]<quintuple> damage,Harvest Scythe_upgraded,Consume spell in slot <d6>|to do [sword]<quintuple> damage,
,Doppeltwice,Double dice value|[gray](Reuseable),Doppeltwice,Double dice value|[gray](Reuseable),
,Doppeltwice_upgraded,Double dice value|[gray](Reuseable),Doppeltwice_upgraded,Double dice value|[gray](Reuseable),
,Enchanted Bolt,Do [sword]4 damage|(At start of turn: Do [sword]3),Enchanted Bolt,Do [sword]4 damage|(At start of turn: Do [sword]3),
,Enchanted Bolt_upgraded,Do [sword]5 damage|(At start of turn: Do [sword]4),Enchanted Bolt_upgraded,Do [sword]5 damage|(At start of turn: Do [sword]4),
,Magnifying Glass,Double dice value|(Cost [mana]1[]: instead[;] triple),Magnifying Glass,Double dice value|(Cost [mana]1[]: instead[;] triple),
,Magnifying Glass_upgraded,Double dice value|(Cost [mana]1[]: instead[;] triple),Magnifying Glass_upgraded,Double dice value|(Cost [mana]1[]: instead[;] triple),
,Stew Pot,Do [sword]1 damage[;] reroll dice|(If [mana]>=6: return 5 or 6),Stew Pot,Do [sword]1 damage[;] reroll dice|(If [mana]>=6: return 5 or 6),
,Flower Pot,Get a new dice[;]|on 4[;] gain [mana]1 mana,Flower Pot,Get a new dice[;]|on 4[;] gain [mana]1 mana,
,Flower Pot_upgraded,Get a new dice[;]|on even[;] gain [mana]1 mana,Flower Pot_upgraded,Get a new dice[;]|on even[;] gain [mana]1 mana,
,Flower Pot_downgraded,Get a new dice,Flower Pot_downgraded,Get a new dice,
,Bronze Cauldron,Do [sword]2[;] get an odd dice|[gray](Reuseable),Bronze Cauldron,Do [sword]2[;] get an odd dice|[gray](Reuseable),
,Bronze Cauldron_upgraded,Do [sword]3[;] get an odd dice|[gray](Reuseable),Bronze Cauldron_upgraded,Do [sword]3[;] get an odd dice|[gray](Reuseable),
,Bronze Cauldron_downgraded,Do [sword]1 damage,Bronze Cauldron_downgraded,Do [sword]1 damage,
,Moon Beam,Do [sword]5 damage|(If [mana]>=7: double damage),Moon Beam,Do [sword]5 damage|(If [mana]>=7: double damage),
,Moon Beam_upgraded,Do [sword]7 damage|(If [mana]>=7: double damage),Moon Beam_upgraded,Do [sword]7 damage|(If [mana]>=7: double damage),
,Northern Lights,Get 2x<d6>s next turn|(If [mana]>=5: get 3 instead),Northern Lights,Get 2x<d6>s next turn|(If [mana]>=5: get 3 instead),
,Northern Lights_upgraded,Get 4x<d6>s next turn|(If [mana]>=5: get 6 instead),Northern Lights_upgraded,Get 4x<d6>s next turn|(If [mana]>=5: get 6 instead),
,Daffodil,Dice value -1|(At start of turn: get [mana]1),Daffodil,Dice value -1|(At start of turn: get [mana]1),
,Daffodil_upgraded,Dice value -1|(At start of turn: get [mana]1),Daffodil_upgraded,Dice value -1|(At start of turn: get [mana]1),
,Honeysuckle,Recover [heal]1 health[;]|gain [mana]1 mana,Honeysuckle,Recover [heal]1 health[;]|gain [mana]1 mana,
,Honeysuckle_upgraded,Recover [heal]<d6> health[;]|gain [mana]1 mana,Honeysuckle_upgraded,Recover [heal]<d6> health[;]|gain [mana]1 mana,
,Sunburn,Do [fire]<d6> damage|(Cost [mana]1[]: burn a dice),Sunburn,Do [fire]<d6> damage|(Cost [mana]1[]: burn a dice),
,Sunburn_upgraded,Do [fire]<d6> damage|(Cost [mana]1[]: burn a dice),Sunburn_upgraded,Do [fire]<d6> damage|(Cost [mana]1[]: burn a dice),
,Cold Snap,Do [sword]5 damage|(If [mana]>=2: inflict freeze),Cold Snap,Do [sword]5 damage|(If [mana]>=2: inflict freeze),
,Cold Snap_upgraded,Do [sword]5 damage|(If [mana]>=2: inflict freeze),Cold Snap_upgraded,Do [sword]5 damage|(If [mana]>=2: inflict freeze),
,Summer Solstice,Do [sword]<d6> damage|(Cost [mana]4[]: triple damage),Summer Solstice,Do [sword]<d6> damage|(Cost [mana]4[]: triple damage),
,Winter Solstice,Do [sword]<d6> damage|(If [mana]>=12: triple damage),Winter Solstice,Do [sword]<d6> damage|(If [mana]>=12: triple damage),
,Lunasa,Replace the spell in slot <slotdoubles>|with a random spell,Lunasa,Replace the spell in slot <slotdoubles>|with a random spell,
,Lunasa_upgraded,Replace the spell in slot <d6>|with a random spell,Lunasa_upgraded,Replace the spell in slot <d6>|with a random spell,
,Lunasa_downgraded,Replace the spell in slot 1|with a random spell,Lunasa_downgraded,Replace the spell in slot 1|with a random spell,
,Gladioli,Do [sword]<d6> damage[;]|gain [mana]2 mana on 2 or less,Gladioli,Do [sword]<d6> damage[;]|gain [mana]2 mana on 2 or less,
,Gladioli_upgraded,Do [sword]<d6> damage[;]|gain [mana]2 mana on 4 or less,Gladioli_upgraded,Do [sword]<d6> damage[;]|gain [mana]2 mana on 4 or less,
,Moonlight Spear,Do [sword]10 damage|(If [mana]>=8: do double),Moonlight Spear,Do [sword]10 damage|(If [mana]>=8: do double),
,Moonlight Spear_downgraded,Do [sword]10 damage|(If [mana]>=8: do double),Moonlight Spear_downgraded,Do [sword]10 damage|(If [mana]>=8: do double),
,Moonlight Spear_upgraded,Do [sword]10 damage|(If [mana]>=6: do double),Moonlight Spear_upgraded,Do [sword]10 damage|(If [mana]>=6: do double),
,Magic Thistle,Gain [thorns]1 thorns|(Cost [mana]1[]: +[thorns]1 extra),Magic Thistle,Gain [thorns]1 thorns|(Cost [mana]1[]: +[thorns]1 extra),
,Teleport Spell?,50% chance to dodge|the next attack,Teleport Spell?,50% chance to dodge|the next attack,
,Blue Ocean,Do [sword]<d6> damage|(Cost [mana]2[]: heal 3),Blue Ocean,Do [sword]<d6> damage|(Cost [mana]2[]: heal 3),
,Lucky 7,Do [sword]7[;] return a dice,Lucky 7,Do [sword]7[;] return a dice,
,Lucky 7_upgraded,Do [sword]7[;] return first dice,Lucky 7_upgraded,Do [sword]7[;] return first dice,
,Lucky 7_downgraded,Do [sword]7 damage,Lucky 7_downgraded,Do [sword]7 damage,
,Nunchucks,Do [sword]<d6> damage|[gray](Reuseable),Nunchucks,Do [sword]<d6> damage|[gray](Reuseable),
,Nunchucks_upgraded,[sword]<d6>[;] return difference|[gray](Reuseable),Nunchucks_upgraded,[sword]<d6>[;] return difference|[gray](Reuseable),
,Nunchucks_downgraded,Do [sword]<d6> damage|[gray](Reuseable),Nunchucks_downgraded,Do [sword]<d6> damage|[gray](Reuseable),
,Master Key,Split a dice as|evenly as possible,Master Key,Split a dice as|evenly as possible,
,Master Key_upgraded,Split a dice as|evenly as possible,Master Key_upgraded,Split a dice as|evenly as possible,
,Master Key_downgraded,Split a dice as|evenly as possible,Master Key_downgraded,Split a dice as|evenly as possible,
,Cowbell,Inflict [weaken]1 weaken|[gray](Reuseable),Cowbell,Inflict [weaken]1 weaken|[gray](Reuseable),
,Cowbell_upgraded,Inflict [weaken]1 weaken|[gray](Reuseable),Cowbell_upgraded,Inflict [weaken]1 weaken|[gray](Reuseable),
,Cowbell_downgraded,Inflict [weaken]1 weaken|[gray](Reuseable),Cowbell_downgraded,Inflict [weaken]1 weaken|[gray](Reuseable),
,Chisel,"Dice value -1[;] roll a 1 ",Chisel,"Dice value -1[;] roll a 1 ",
,Chisel_upgraded,Dice value -1[;] roll a 1|[gray](Reuseable),Chisel_upgraded,Dice value -1[;] roll a 1|[gray](Reuseable),
,Chisel_downgraded,Dice value -1,Chisel_downgraded,Dice value -1,
,Signal Jammer,Split a dice unevenly,Signal Jammer,Split a dice unevenly,
,Signal Jammer_downgraded,Split a dice unevenly,Signal Jammer_downgraded,Split a dice unevenly,
,Signal Jammer_upgraded,Split a dice unevenly|[gray](Reuseable),Signal Jammer_upgraded,Split a dice unevenly|[gray](Reuseable),
,Splitula,Flip a dice upside down[;]|duplicate the flipped dice,Splitula,Flip a dice upside down[;]|duplicate the flipped dice,
,Splitula_upgraded,Flip a dice upside down[;]|duplicate the flipped dice,Splitula_upgraded,Flip a dice upside down[;]|duplicate the flipped dice,
,Splitula_downgraded,Flip a dice upside down,Splitula_downgraded,Flip a dice upside down,
,Blast Chiller,[ice]4 damage + [ice]1 freeze|[gray](Reuseable),Blast Chiller,[ice]4 damage + [ice]1 freeze|[gray](Reuseable),
,Blast Chiller_upgraded,[ice]6 damage + [ice]1 freeze|[gray](Reuseable),Blast Chiller_upgraded,[ice]6 damage + [ice]1 freeze|[gray](Reuseable),
,Blast Chiller_downgraded,[ice]2 damage + [ice]1 freeze|[gray](Reuseable),Blast Chiller_downgraded,[ice]2 damage + [ice]1 freeze|[gray](Reuseable),
,Befuddle,Duplicate one dice[;]|return the other,Befuddle,Duplicate one dice[;]|return the other,
,Befuddle_upgraded,Duplicate one dice[;]|return the other,Befuddle_upgraded,Duplicate one dice[;]|return the other,
,Befuddle_downgraded,Duplicate one dice[;]|return the other,Befuddle_downgraded,Duplicate one dice[;]|return the other,
,Befuddle_weakened,Duplicate one dice[;]|return the other,Befuddle_weakened,Duplicate one dice[;]|return the other,
,Paper Lantern,Get 3x<slotdoubles> next turn,Paper Lantern,Get 3x<slotdoubles> next turn,
,Paper Lantern_upgraded,Get 2x<d6> next turn,Paper Lantern_upgraded,Get 2x<d6> next turn,
,Paper Lantern_downgraded,Get a <d6> next turn,Paper Lantern_downgraded,Get a <d6> next turn,
,Broken Mirror,Next turn[;] gain +1 dice this|fight[;] and curse yourself,Broken Mirror,Next turn[;] gain +1 dice this|fight[;] and curse yourself,
,Cloak,Gain [reduce]1 reduce|[gray](Reuseable),Cloak,Gain [reduce]1 reduce|[gray](Reuseable),
,Cloak_upgraded,Gain [reduce]1 reduce|[gray](Reuseable),Cloak_upgraded,Gain [reduce]1 reduce|[gray](Reuseable),
,Cloak_downgraded,Gain [reduce]1 reduce,Cloak_downgraded,Gain [reduce]1 reduce,
,Plaster,Heal [heal]1 health|[gray](Reuseable),Plaster,Heal [heal]1 health|[gray](Reuseable),
,Gong,Do [sword]4 damage per [weaken]1|Enemy loses all weaken,Gong,Do [sword]4 damage per [weaken]1|Enemy loses all weaken,
,Gong_upgraded,Do [sword]5 damage per [weaken]1|Enemy loses all weaken,Gong_upgraded,Do [sword]5 damage per [weaken]1|Enemy loses all weaken,
,Gong_downgraded,Do [sword]2 damage per [weaken]1|Enemy loses all weaken,Gong_downgraded,Do [sword]2 damage per [weaken]1|Enemy loses all weaken,
,Dramatic Exit,Do [sword]1. If this is the final|blow[;] gain [heal] 2 max hp,Dramatic Exit,Do [sword]1. If this is the final|blow[;] gain [heal] 2 max hp,
,Dramatic Exit_upgraded,Do [sword]1. If this is the final|blow[;] gain [heal] 2 max hp,Dramatic Exit_upgraded,Do [sword]1. If this is the final|blow[;] gain [heal] 2 max hp,
,Dramatic Exit_downgraded,Do [sword]1. If this is the final|blow[;] gain [heal] 2 max hp,Dramatic Exit_downgraded,Do [sword]1. If this is the final|blow[;] gain [heal] 2 max hp,
,Dramatic Entrance,At the start of the first|turn[;] gain [fury]Fury,Dramatic Entrance,At the start of the first|turn[;] gain [fury]Fury,
,Dramatic Entrance_upgraded,At the start of the first|two turns[;] gain [fury]Fury,Dramatic Entrance_upgraded,At the start of the first|two turns[;] gain [fury]Fury,
,Dramatic Entrance_downgraded,At the start of the first|turn[;] roll an extra dice,Dramatic Entrance_downgraded,At the start of the first|turn[;] roll an extra dice,
,Berlin Key,Set a random dice to <d6>|Return the dice,Berlin Key,Set a random dice to <d6>|Return the dice,
,Berlin Key_upgraded,Set dice to <d6>[;] return dice|[gray](Reuseable),Berlin Key_upgraded,Set dice to <d6>[;] return dice|[gray](Reuseable),
,Berlin Key_downgraded,Set a random dice to <d6>|Return the dice,Berlin Key_downgraded,Set a random dice to <d6>|Return the dice,
,Square Pair,Roll 2 fours,Square Pair,Roll 2 fours,
,Square Pair_downgraded,Roll 1 four,Square Pair_downgraded,Roll 1 four,
,Square Pair_weakened,Roll 1 four,Square Pair_weakened,Roll 1 four,
,Wrecking Ball,Do [sword]<d6> damage[;]|reduce countdowns by <d6>,Wrecking Ball,Do [sword]<d6> damage[;]|reduce countdowns by <d6>,
,Wrecking Ball_upgraded,[sword]<d6>[;] reduce counts by <d6>|[gray](Reuseable),Wrecking Ball_upgraded,[sword]<d6>[;] reduce counts by <d6>|[gray](Reuseable),
,Puppy Paws,Roll 2 fives,Puppy Paws,Roll 2 fives,
,Puppy Paws_upgraded,Roll 2 fives|[gray](Reuseable),Puppy Paws_upgraded,Roll 2 fives|[gray](Reuseable),
,Puppy Paws_downgraded,Roll 1 five,Puppy Paws_downgraded,Roll 1 five,
,Raw Ambition,Curse Enemy|[gray](items might fail),Raw Ambition,Curse Enemy|[gray](items might fail),
,Determination,Do [sword]4 damage[;]|add random status,Determination,Do [sword]4 damage[;]|add random status,
,Determination_upgraded,Do [sword]4 damage[;]|add 2x random status,Determination_upgraded,Do [sword]4 damage[;]|add 2x random status,
,Determination_downgraded,Add random status,Determination_downgraded,Add random status,
,Tetraphobia,Do [sword]4 damage,Tetraphobia,Do [sword]4 damage,
,Tetraphobia_upgraded,Do [sword]1 damage[;]|four times,Tetraphobia_upgraded,Do [sword]1 damage[;]|four times,
,Tetraphobia_downgraded,Do [sword]3 damage,Tetraphobia_downgraded,Do [sword]3 damage,
,Secret Weapon,Gain a random blessing,Secret Weapon,Gain a random blessing,
,Secret Weapon_weakened,Gain [shield]4,Secret Weapon_weakened,Gain [shield]4,
,Secret Weapon_downgraded,Gain [shield]4,Secret Weapon_downgraded,Gain [shield]4,
,Rosewood Spear,Do [sword]<d6> damage[;]|gain [thorns]2 thorns,Rosewood Spear,Do [sword]<d6> damage[;]|gain [thorns]2 thorns,
,Rosewood Spear_upgraded,Do [sword]<d6> damage[;]|gain [thorns]3 thorns,Rosewood Spear_upgraded,Do [sword]<d6> damage[;]|gain [thorns]3 thorns,
,Rosewood Spear?,Gain [thorns]2 thorns[;]|do [sword]<d6> damage,Rosewood Spear?,Gain [thorns]2 thorns[;]|do [sword]<d6> damage,
